id	compound	class	paraphrase	correct	score
5	wicker basket	PURPOSE	wicker basket is a basket intended for wicker	0	3.296382427215576
6	electron beam	COMP-R	electron beam is a beam that is composed of electrons	1	2.380112409591675
6	electron beam	PARTONOMY	electron beam is a beam that is part of electrons	0	3.6767165660858154
6	electron beam	USG-R	electron beam is a beam that uses electrons	0	3.1129350662231445
6	electron beam	PROD-R	electron beam is  a beam that electrons produce	0	4.6037421226501465
6	electron beam	PRODUCTION	electron beam is a beam that produces electrons	0	3.3173513412475586
6	electron beam	CONT-R	electron beam is a beam that contains electrons	0	2.9461259841918945
6	electron beam	TOPIC-R	electron beam is a beam that is about electrons	0	3.9401321411132812
6	electron beam	LOCATION	electron beam is  a beam that is located in electrons	0	4.41111421585083
6	electron beam	PURPOSE	electron beam is a beam intended for electrons	0	4.1425886154174805
7	steel beam	COMP-R	steel beam is a beam that is composed of steel	1	2.4437975883483887
7	steel beam	PARTONOMY	steel beam is a beam that is part of steel	0	3.3056421279907227
7	steel beam	USG-R	steel beam is a beam that uses steel	0	3.0777904987335205
7	steel beam	PROD-R	steel beam is  a beam that steel produces	0	5.445199012756348
7	steel beam	PRODUCTION	steel beam is a beam that produces steel	0	4.236874580383301
7	steel beam	CONT-R	steel beam is a beam that contains steel	0	3.3562350273132324
7	steel beam	TOPIC-R	steel beam is a beam that is about steel	0	4.088695526123047
7	steel beam	LOCATION	steel beam is  a beam that is located in steel	0	4.403364658355713
7	steel beam	PURPOSE	steel beam is a beam intended for steel	0	4.136239528656006
8	leather belt	COMP-R	leather belt is a belt that is composed of leather	1	2.8572945594787598
8	leather belt	PARTONOMY	leather belt is a belt that is part of leather	0	3.4731392860412598
8	leather belt	USG-R	leather belt is a belt that uses leather	0	3.2939462661743164
8	leather belt	PROD-R	leather belt is  a belt that leather produces	0	5.450608253479004
8	leather belt	PRODUCTION	leather belt is a belt that produces leather	0	4.408868789672852
8	leather belt	CONT-R	leather belt is a belt that contains leather	0	3.6837968826293945
8	leather belt	TOPIC-R	leather belt is a belt that is about leather	0	4.140394687652588
8	leather belt	LOCATION	leather belt is  a belt that is located in leather	0	4.485213756561279
8	leather belt	PURPOSE	leather belt is a belt intended for leather	0	4.212745666503906
9	concrete block	COMP-R	concrete block is a block that is composed of concrete	1	2.4129693508148193
9	concrete block	PARTONOMY	concrete block is a block that is part of concrete	0	3.2637526988983154
9	concrete block	USG-R	concrete block is a block that uses concrete	0	2.987032890319824
9	concrete block	PROD-R	concrete block is  a block that concrete produces	0	4.937422275543213
9	concrete block	PRODUCTION	concrete block is a block that produces concrete	0	3.7083206176757812
9	concrete block	CONT-R	concrete block is a block that contains concrete	0	3.269209861755371
9	concrete block	TOPIC-R	concrete block is a block that is about concrete	0	3.942540407180786
9	concrete block	LOCATION	concrete block is  a block that is located in concrete	0	4.182492256164551
9	concrete block	PURPOSE	concrete block is a block intended for concrete	0	3.9486961364746094
10	corn bread	COMP-R	corn bread is a bread that is composed of corn	1	3.058666706085205
10	corn bread	PARTONOMY	corn bread is a bread that is part of corn	0	3.7675764560699463
10	corn bread	USG-R	corn bread is a bread that uses corn	0	3.0486276149749756
10	corn bread	PROD-R	corn bread is  a bread that corn produces	0	5.612890243530273
10	corn bread	PRODUCTION	corn bread is a bread that produces corn	0	4.726341247558594
10	corn bread	CONT-R	corn bread is a bread that contains corn	0	3.1512627601623535
10	corn bread	TOPIC-R	corn bread is a bread that is about corn	0	4.070089340209961
10	corn bread	LOCATION	corn bread is  a bread that is located in corn	0	4.661617279052734
10	corn bread	PURPOSE	corn bread is a bread intended for corn	0	4.458844184875488
11	gold bullion	COMP-R	gold bullion is a bullion that is composed of gold	1	2.5469985008239746
11	gold bullion	PARTONOMY	gold bullion is a bullion that is part of gold	0	3.1921234130859375
11	gold bullion	USG-R	gold bullion is a bullion that uses gold	0	3.2982568740844727
11	gold bullion	PROD-R	gold bullion is  a bullion that gold produces	0	4.860672950744629
11	gold bullion	PRODUCTION	gold bullion is a bullion that produces gold	0	3.678213357925415
11	gold bullion	CONT-R	gold bullion is a bullion that contains gold	0	3.010136842727661
11	gold bullion	TOPIC-R	gold bullion is a bullion that is about gold	0	3.4069221019744873
11	gold bullion	LOCATION	gold bullion is  a bullion that is located in gold	0	4.187997817993164
11	gold bullion	PURPOSE	gold bullion is a bullion intended for gold	0	3.6316750049591064
12	peanut butter	COMP-R	peanut butter is a butter that is composed of peanuts	1	3.135207414627075
12	peanut butter	PARTONOMY	peanut butter is a butter that is part of peanuts	0	4.078202247619629
12	peanut butter	USG-R	peanut butter is a butter that uses peanuts	0	3.642500877380371
12	peanut butter	PROD-R	peanut butter is  a butter that peanuts produce	0	4.84463357925415
12	peanut butter	PRODUCTION	peanut butter is a butter that produces peanuts	0	4.590858459472656
12	peanut butter	CONT-R	peanut butter is a butter that contains peanuts	0	3.4606218338012695
12	peanut butter	TOPIC-R	peanut butter is a butter that is about peanuts	0	4.260519981384277
12	peanut butter	LOCATION	peanut butter is  a butter that is located in peanuts	0	4.7489190101623535
12	peanut butter	PURPOSE	peanut butter is a butter intended for peanuts	0	4.773318290710449
13	rice cake	COMP-R	rice cake is a cake that is composed of rice	1	3.1510612964630127
13	rice cake	PARTONOMY	rice cake is a cake that is part of rice	0	3.93298077583313
13	rice cake	USG-R	rice cake is a cake that uses rice	0	3.4551687240600586
13	rice cake	PROD-R	rice cake is  a cake that rice produces	0	5.825653076171875
13	rice cake	PRODUCTION	rice cake is a cake that produces rice	0	4.81911039352417
13	rice cake	CONT-R	rice cake is a cake that contains rice	0	3.571892023086548
13	rice cake	TOPIC-R	rice cake is a cake that is about rice	0	4.164490699768066
13	rice cake	LOCATION	rice cake is  a cake that is located in rice	0	4.763803958892822
13	rice cake	PURPOSE	rice cake is a cake intended for rice	0	4.939630031585693
14	apple cake	COMP-R	apple cake is a cake that is composed of apples	1	3.0306320190429688
14	apple cake	PARTONOMY	apple cake is a cake that is part of apples	0	4.094127178192139
14	apple cake	USG-R	apple cake is a cake that uses apples	0	3.040855646133423
14	apple cake	PROD-R	apple cake is  a cake that apples produce	0	5.87324333190918
14	apple cake	PRODUCTION	apple cake is a cake that produces apples	0	4.730310916900635
14	apple cake	CONT-R	apple cake is a cake that contains apples	0	3.035695791244507
14	apple cake	TOPIC-R	apple cake is a cake that is about apples	0	3.980095863342285
14	apple cake	LOCATION	apple cake is  a cake that is located in apples	0	4.781493663787842
14	apple cake	PURPOSE	apple cake is a cake intended for apples	0	4.911586284637451
15	crab cake	COMP-R	crab cake is a cake that is composed of crabs	1	4.084151744842529
15	crab cake	PARTONOMY	crab cake is a cake that is part of crabs	0	4.484452247619629
15	crab cake	USG-R	crab cake is a cake that uses crabs	0	4.503266334533691
15	crab cake	PROD-R	crab cake is  a cake that crabs produce	0	5.992041110992432
15	crab cake	PRODUCTION	crab cake is a cake that produces crabs	0	5.505712509155273
15	crab cake	CONT-R	crab cake is a cake that contains crabs	0	4.458414077758789
15	crab cake	TOPIC-R	crab cake is a cake that is about crabs	0	4.577173233032227
15	crab cake	LOCATION	crab cake is  a cake that is located in crabs	0	4.9646782875061035
15	crab cake	PURPOSE	crab cake is a cake intended for crabs	0	5.208616256713867
16	ice cap	COMP-R	ice cap is a cap that is composed of ice	1	3.3659260272979736
16	ice cap	PARTONOMY	ice cap is a cap that is part of ice	0	3.78713321685791
16	ice cap	USG-R	ice cap is a cap that uses ice	0	4.4165849685668945
16	ice cap	PROD-R	ice cap is  a cap that ice produces	0	5.93910026550293
16	ice cap	PRODUCTION	ice cap is a cap that produces ice	0	4.523065090179443
16	ice cap	CONT-R	ice cap is a cap that contains ice	0	4.141398906707764
16	ice cap	TOPIC-R	ice cap is a cap that is about ice	0	4.683192253112793
16	ice cap	LOCATION	ice cap is  a cap that is located in ice	0	4.884544372558594
16	ice cap	PURPOSE	ice cap is a cap intended for ice	0	5.0223388671875
17	silicon chip	COMP-R	silicon chip is a chip that is composed of silicon	1	2.6951828002929688
17	silicon chip	PARTONOMY	silicon chip is a chip that is part of silicon	0	3.2677628993988037
17	silicon chip	USG-R	silicon chip is a chip that uses silicon	0	2.914793014526367
17	silicon chip	PROD-R	silicon chip is  a chip that silicon produces	0	5.434907913208008
17	silicon chip	PRODUCTION	silicon chip is a chip that produces silicon	0	3.9677562713623047
17	silicon chip	CONT-R	silicon chip is a chip that contains silicon	0	3.1047306060791016
17	silicon chip	TOPIC-R	silicon chip is a chip that is about silicon	0	3.826442241668701
17	silicon chip	LOCATION	silicon chip is  a chip that is located in silicon	0	4.2674055099487305
17	silicon chip	PURPOSE	silicon chip is a chip intended for silicon	0	3.931351661682129
18	apple cider	COMP-R	apple cider is a cider that is composed of apples	1	3.6476898193359375
18	apple cider	PARTONOMY	apple cider is a cider that is part of apples	0	4.492308616638184
18	apple cider	USG-R	apple cider is a cider that uses apples	0	3.699216842651367
18	apple cider	PROD-R	apple cider is  a cider that apples produce	0	5.23634147644043
18	apple cider	PRODUCTION	apple cider is a cider that produces apples	0	4.920350551605225
18	apple cider	CONT-R	apple cider is a cider that contains apples	0	4.08212423324585
18	apple cider	TOPIC-R	apple cider is a cider that is about apples	0	4.723036766052246
18	apple cider	LOCATION	apple cider is  a cider that is located in apples	0	4.89937686920166
18	apple cider	PURPOSE	apple cider is a cider intended for apples	0	5.3194899559021
19	fur coat	COMP-R	fur coat is a coat that is composed of fur	1	3.0134310722351074
19	fur coat	PARTONOMY	fur coat is a coat that is part of fur	0	3.5279219150543213
19	fur coat	USG-R	fur coat is a coat that uses fur	0	3.539231538772583
19	fur coat	PROD-R	fur coat is  a coat that fur produces	0	5.693808555603027
19	fur coat	PRODUCTION	fur coat is a coat that produces fur	0	4.608248233795166
19	fur coat	CONT-R	fur coat is a coat that contains fur	0	3.7096962928771973
19	fur coat	TOPIC-R	fur coat is a coat that is about fur	0	4.197964668273926
19	fur coat	LOCATION	fur coat is  a coat that is located in fur	0	4.5823893547058105
19	fur coat	PURPOSE	fur coat is a coat intended for fur	0	4.9437255859375
20	drug cocktail	COMP-R	drug cocktail is a cocktail that is composed of drugs	1	3.4048190116882324
20	drug cocktail	PARTONOMY	drug cocktail is a cocktail that is part of drugs	0	4.409422397613525
20	drug cocktail	USG-R	drug cocktail is a cocktail that uses drugs	0	4.298427104949951
20	drug cocktail	PROD-R	drug cocktail is  a cocktail that drugs produce	0	6.104086875915527
20	drug cocktail	PRODUCTION	drug cocktail is a cocktail that produces drugs	0	5.5101799964904785
20	drug cocktail	CONT-R	drug cocktail is a cocktail that contains drugs	0	3.8914318084716797
20	drug cocktail	TOPIC-R	drug cocktail is a cocktail that is about drugs	0	4.672090530395508
20	drug cocktail	LOCATION	drug cocktail is  a cocktail that is located in drugs	0	5.34194278717041
20	drug cocktail	PURPOSE	drug cocktail is a cocktail intended for drugs	0	5.4064040184021
21	gold coin	COMP-R	gold coin is a coin that is composed of gold	1	2.5347137451171875
21	gold coin	PARTONOMY	gold coin is a coin that is part of gold	0	3.4367921352386475
21	gold coin	USG-R	gold coin is a coin that uses gold	0	3.5191402435302734
21	gold coin	PROD-R	gold coin is  a coin that gold produces	0	5.401226043701172
21	gold coin	PRODUCTION	gold coin is a coin that produces gold	0	4.33759880065918
21	gold coin	CONT-R	gold coin is a coin that contains gold	0	3.1358447074890137
21	gold coin	TOPIC-R	gold coin is a coin that is about gold	0	3.8150815963745117
21	gold coin	LOCATION	gold coin is  a coin that is located in gold	0	4.535431861877441
21	gold coin	PURPOSE	gold coin is a coin intended for gold	0	4.3767409324646
22	sugar cube	COMP-R	sugar cube is a cube that is composed of sugar	1	3.1872448921203613
22	sugar cube	PARTONOMY	sugar cube is a cube that is part of sugar	0	3.9143669605255127
22	sugar cube	USG-R	sugar cube is a cube that uses sugar	0	4.419051170349121
22	sugar cube	PROD-R	sugar cube is  a cube that sugar produces	0	5.970080375671387
22	sugar cube	PRODUCTION	sugar cube is a cube that produces sugar	0	4.815160751342773
22	sugar cube	CONT-R	sugar cube is a cube that contains sugar	0	3.707139253616333
22	sugar cube	TOPIC-R	sugar cube is a cube that is about sugar	0	4.246115684509277
22	sugar cube	LOCATION	sugar cube is  a cube that is located in sugar	0	5.002213478088379
22	sugar cube	PURPOSE	sugar cube is a cube intended for sugar	0	4.550559997558594
23	cloth diaper	COMP-R	cloth diaper is a diaper that is composed of cloth	1	2.5095019340515137
23	cloth diaper	PARTONOMY	cloth diaper is a diaper that is part of cloth	0	3.1342697143554688
23	cloth diaper	USG-R	cloth diaper is a diaper that uses cloth	0	2.91123104095459
23	cloth diaper	PROD-R	cloth diaper is  a diaper that cloth produces	0	6.021218299865723
23	cloth diaper	PRODUCTION	cloth diaper is a diaper that produces cloth	0	4.529176235198975
23	cloth diaper	CONT-R	cloth diaper is a diaper that contains cloth	0	3.356612205505371
23	cloth diaper	TOPIC-R	cloth diaper is a diaper that is about cloth	0	4.186640739440918
23	cloth diaper	LOCATION	cloth diaper is  a diaper that is located in cloth	0	4.63568639755249
23	cloth diaper	PURPOSE	cloth diaper is a diaper intended for cloth	0	3.877767562866211
24	rag doll	COMP-R	rag doll is a doll that is composed of rag	1	3.7839431762695312
24	rag doll	PARTONOMY	rag doll is a doll that is part of rag	0	3.7544777393341064
24	rag doll	USG-R	rag doll is a doll that uses rag	0	4.554852485656738
24	rag doll	PROD-R	rag doll is  a doll that rag produces	0	6.192635536193848
24	rag doll	PRODUCTION	rag doll is a doll that produces rag	0	5.2930755615234375
24	rag doll	CONT-R	rag doll is a doll that contains rag	0	4.670737266540527
24	rag doll	TOPIC-R	rag doll is a doll that is about rag	0	4.455495834350586
24	rag doll	LOCATION	rag doll is  a doll that is located in rag	0	5.028144836425781
24	rag doll	PURPOSE	rag doll is a doll intended for rag	0	4.782147407531738
25	fruit drink	COMP-R	fruit drink is a drink that is composed of fruits	1	2.9490535259246826
25	fruit drink	PARTONOMY	fruit drink is a drink that is part of fruits	0	3.9675776958465576
25	fruit drink	USG-R	fruit drink is a drink that uses fruits	0	3.645796775817871
25	fruit drink	PROD-R	fruit drink is  a drink that fruits produce	0	5.367642402648926
25	fruit drink	PRODUCTION	fruit drink is a drink that produces fruits	0	4.714884281158447
25	fruit drink	CONT-R	fruit drink is a drink that contains fruits	0	3.353008985519409
25	fruit drink	TOPIC-R	fruit drink is a drink that is about fruits	0	4.197796821594238
25	fruit drink	LOCATION	fruit drink is  a drink that is located in fruits	0	4.731791973114014
25	fruit drink	PURPOSE	fruit drink is a drink intended for fruits	0	5.058891296386719
26	water drop	COMP-R	water drop is a drop that is composed of water	1	3.708906412124634
26	water drop	PARTONOMY	water drop is a drop that is part of water	0	3.97556734085083
26	water drop	USG-R	water drop is a drop that uses water	0	4.8517632484436035
26	water drop	PROD-R	water drop is  a drop that water produces	0	5.96170711517334
26	water drop	PRODUCTION	water drop is a drop that produces water	0	5.012124538421631
26	water drop	CONT-R	water drop is a drop that contains water	0	4.224783897399902
26	water drop	TOPIC-R	water drop is a drop that is about water	0	4.714120864868164
26	water drop	LOCATION	water drop is  a drop that is located in water	0	4.568818092346191
26	water drop	PURPOSE	water drop is a drop intended for water	0	5.493773460388184
27	steel drum	COMP-R	steel drum is a drum that is composed of steel	1	3.2484283447265625
27	steel drum	PARTONOMY	steel drum is a drum that is part of steel	0	3.5053491592407227
27	steel drum	USG-R	steel drum is a drum that uses steel	0	3.890159845352173
27	steel drum	PROD-R	steel drum is  a drum that steel produces	0	5.594472885131836
27	steel drum	PRODUCTION	steel drum is a drum that produces steel	0	4.109488487243652
27	steel drum	CONT-R	steel drum is a drum that contains steel	0	3.8255910873413086
27	steel drum	TOPIC-R	steel drum is a drum that is about steel	0	4.47736930847168
27	steel drum	LOCATION	steel drum is  a drum that is located in steel	0	4.601512908935547
27	steel drum	PURPOSE	steel drum is a drum intended for steel	0	4.34702205657959
28	diamond earring	COMP-R	diamond earring is an earring that is composed of diamond	1	2.7685160636901855
28	diamond earring	PARTONOMY	diamond earring is an earring that is part of diamond	0	3.081791639328003
28	diamond earring	USG-R	diamond earring is an earring that uses diamond	0	3.182149648666382
28	diamond earring	PROD-R	diamond earring is  an earring that diamond produces	0	4.838778495788574
28	diamond earring	PRODUCTION	diamond earring is an earring that produces diamond	0	3.9908759593963623
28	diamond earring	CONT-R	diamond earring is an earring that contains diamond	0	3.1589410305023193
28	diamond earring	TOPIC-R	diamond earring is an earring that is about diamond	0	3.610197067260742
28	diamond earring	LOCATION	diamond earring is  an earring that is located in diamond	0	3.980181932449341
28	diamond earring	PURPOSE	diamond earring is an earring intended for diamond	0	4.179467678070068
29	carbon fiber	COMP-R	carbon fiber is a fiber that is composed of carbon	1	2.27034592628479
29	carbon fiber	PARTONOMY	carbon fiber is a fiber that is part of carbon	0	3.1568729877471924
29	carbon fiber	USG-R	carbon fiber is a fiber that uses carbon	0	2.997823476791382
29	carbon fiber	PROD-R	carbon fiber is  a fiber that carbon produces	0	5.422750473022461
29	carbon fiber	PRODUCTION	carbon fiber is a fiber that produces carbon	0	3.675173282623291
29	carbon fiber	CONT-R	carbon fiber is a fiber that contains carbon	0	2.8784584999084473
29	carbon fiber	TOPIC-R	carbon fiber is a fiber that is about carbon	0	3.624789237976074
29	carbon fiber	LOCATION	carbon fiber is  a fiber that is located in carbon	0	4.546541690826416
29	carbon fiber	PURPOSE	carbon fiber is a fiber intended for carbon	0	4.566473007202148
30	glass fiber	COMP-R	glass fiber is a fiber that is composed of glass	1	2.6115832328796387
30	glass fiber	PARTONOMY	glass fiber is a fiber that is part of glass	0	3.4423022270202637
30	glass fiber	USG-R	glass fiber is a fiber that uses glass	0	3.37166166305542
30	glass fiber	PROD-R	glass fiber is  a fiber that glass produces	0	5.884284973144531
30	glass fiber	PRODUCTION	glass fiber is a fiber that produces glass	0	3.890515089035034
30	glass fiber	CONT-R	glass fiber is a fiber that contains glass	0	3.2463653087615967
30	glass fiber	TOPIC-R	glass fiber is a fiber that is about glass	0	4.277215003967285
30	glass fiber	LOCATION	glass fiber is  a fiber that is located in glass	0	4.712540626525879
30	glass fiber	PURPOSE	glass fiber is a fiber intended for glass	0	4.689702033996582
31	metal file	COMP-R	metal file is a file that is composed of metal	1	3.1356821060180664
31	metal file	PARTONOMY	metal file is a file that is part of metal	0	3.951707601547241
31	metal file	USG-R	metal file is a file that uses metal	0	3.9260201454162598
31	metal file	PROD-R	metal file is  a file that metal produces	0	5.9335126876831055
31	metal file	PRODUCTION	metal file is a file that produces metal	0	4.687693119049072
31	metal file	CONT-R	metal file is a file that contains metal	0	4.277002811431885
31	metal file	TOPIC-R	metal file is a file that is about metal	0	4.545530319213867
31	metal file	LOCATION	metal file is  a file that is located in metal	0	4.729856967926025
31	metal file	PURPOSE	metal file is a file intended for metal	0	4.032792568206787
32	steel girder	COMP-R	steel girder is a girder that is composed of steel	1	2.4205315113067627
32	steel girder	PARTONOMY	steel girder is a girder that is part of steel	0	3.2368996143341064
32	steel girder	USG-R	steel girder is a girder that uses steel	0	2.782668352127075
32	steel girder	PROD-R	steel girder is  a girder that steel produces	0	5.0549798011779785
32	steel girder	PRODUCTION	steel girder is a girder that produces steel	0	3.8722755908966064
32	steel girder	CONT-R	steel girder is a girder that contains steel	0	3.0919079780578613
32	steel girder	TOPIC-R	steel girder is a girder that is about steel	0	3.8825836181640625
32	steel girder	LOCATION	steel girder is  a girder that is located in steel	0	4.136549949645996
32	steel girder	PURPOSE	steel girder is a girder intended for steel	0	3.7840516567230225
33	latex glove	COMP-R	latex glove is a glove that is composed of latex	1	2.949545383453369
33	latex glove	PARTONOMY	latex glove is a glove that is part of latex	0	3.6450119018554688
33	latex glove	USG-R	latex glove is a glove that uses latex	0	3.3827991485595703
33	latex glove	PROD-R	latex glove is  a glove that latex produces	0	5.698963642120361
33	latex glove	PRODUCTION	latex glove is a glove that produces latex	0	4.3273515701293945
33	latex glove	CONT-R	latex glove is a glove that contains latex	0	3.515432357788086
33	latex glove	TOPIC-R	latex glove is a glove that is about latex	0	4.271049499511719
33	latex glove	LOCATION	latex glove is  a glove that is located in latex	0	4.766853332519531
33	latex glove	PURPOSE	latex glove is a glove intended for latex	0	4.19807243347168
34	silicone implant	COMP-R	silicone implant is an implant that is composed of silicone	1	2.764280080795288
34	silicone implant	PARTONOMY	silicone implant is an implant that is part of silicone	0	3.5245118141174316
34	silicone implant	USG-R	silicone implant is an implant that uses silicone	0	3.285954475402832
34	silicone implant	PROD-R	silicone implant is  an implant that silicone produces	0	5.60491418838501
34	silicone implant	PRODUCTION	silicone implant is an implant that produces silicone	0	4.355462074279785
34	silicone implant	CONT-R	silicone implant is an implant that contains silicone	0	3.2516698837280273
34	silicone implant	TOPIC-R	silicone implant is an implant that is about silicone	0	4.156973361968994
34	silicone implant	LOCATION	silicone implant is  an implant that is located in silicone	0	4.542245388031006
34	silicone implant	PURPOSE	silicone implant is an implant intended for silicone	0	4.240777969360352
35	leather jacket	COMP-R	leather jacket is a jacket that is composed of leather	1	2.879878282546997
35	leather jacket	PARTONOMY	leather jacket is a jacket that is part of leather	0	3.464750051498413
35	leather jacket	USG-R	leather jacket is a jacket that uses leather	0	3.3285579681396484
35	leather jacket	PROD-R	leather jacket is  a jacket that leather produces	0	5.543440818786621
35	leather jacket	PRODUCTION	leather jacket is a jacket that produces leather	0	4.507174491882324
35	leather jacket	CONT-R	leather jacket is a jacket that contains leather	0	3.5932703018188477
35	leather jacket	TOPIC-R	leather jacket is a jacket that is about leather	0	4.138755798339844
35	leather jacket	LOCATION	leather jacket is  a jacket that is located in leather	0	4.576577663421631
35	leather jacket	PURPOSE	leather jacket is a jacket intended for leather	0	4.526002883911133
36	tweed jacket	COMP-R	tweed jacket is a jacket that is composed of tweed	1	3.224961757659912
36	tweed jacket	PARTONOMY	tweed jacket is a jacket that is part of tweed	0	3.390852689743042
36	tweed jacket	USG-R	tweed jacket is a jacket that uses tweed	0	3.822580099105835
36	tweed jacket	PROD-R	tweed jacket is  a jacket that tweed produces	0	5.767151832580566
36	tweed jacket	PRODUCTION	tweed jacket is a jacket that produces tweed	0	4.709974765777588
36	tweed jacket	CONT-R	tweed jacket is a jacket that contains tweed	0	4.025198459625244
36	tweed jacket	TOPIC-R	tweed jacket is a jacket that is about tweed	0	4.454059600830078
36	tweed jacket	LOCATION	tweed jacket is  a jacket that is located in tweed	0	4.644556999206543
36	tweed jacket	PURPOSE	tweed jacket is a jacket intended for tweed	0	4.6511077880859375
37	grape juice	COMP-R	grape juice is a juice that is composed of grapes	1	3.6262404918670654
37	grape juice	PARTONOMY	grape juice is a juice that is part of grapes	0	4.0971903800964355
37	grape juice	USG-R	grape juice is a juice that uses grapes	0	4.197519302368164
37	grape juice	PROD-R	grape juice is  a juice that grapes produce	0	5.046498775482178
37	grape juice	PRODUCTION	grape juice is a juice that produces grapes	0	4.8473615646362305
37	grape juice	CONT-R	grape juice is a juice that contains grapes	0	4.090364456176758
37	grape juice	TOPIC-R	grape juice is a juice that is about grapes	0	4.584239482879639
37	grape juice	LOCATION	grape juice is  a juice that is located in grapes	0	4.779524326324463
37	grape juice	PURPOSE	grape juice is a juice intended for grapes	0	5.125726699829102
38	apple juice	COMP-R	apple juice is a juice that is composed of apples	1	3.152479410171509
38	apple juice	PARTONOMY	apple juice is a juice that is part of apples	0	3.9248597621917725
38	apple juice	USG-R	apple juice is a juice that uses apples	0	3.6349740028381348
38	apple juice	PROD-R	apple juice is  a juice that apples produce	0	4.8490800857543945
